id,Code,Industry,Time,Net income,EPS,PRICE,Audit,Opion,Auditdate,Currentassets,Longassets,Totalassets,Liability,Currentliability,Longliability,Equity,Revenues,EV,Cash,Cash1,shortinvestment,Receilvables,Inventory,depreclation,Bookvalue
1,AAA,SX,2002,309193823134,757,9450,EY,CNTP,29-03-2024,5.68158E+12,5.90187E+12,1.15834E+13,5.61957E+12,3.73704E+12,1.88253E+12,5.96387E+12,1.26282E+13,3.61249E+12,1.07961E+12,1.20489E+12,6.87E+11,7.8339E+11,82297269278,"3,634,111,728,928",15601
2,AAM,SX,1979,703150885,40,9330,A&C,CNTP,22-02-2024,1.73749E+11,39108508899,2.12857E+11,10221544787,9148047007,1073497780,2.02636E+11,1.39259E+11,97509528060,5000039920,13844480998,12105203320,1.27268E+11,,"74,620,543,414",19389
3,AAT,SX,1995,17137592925,242,4900,,,,4.6881E+11,5.84346E+11,1.05316E+12,3.04536E+11,1.60945E+11,1.43591E+11,7.4862E+11,5.99597E+11,3.47014E+11,20000000000,3.98681E+11,54404093753,29579551608,31444164742,"537,407,880,714",10571
4,ABR,CN,2012,30982405215,1549,13750,Vietvalues,CNTP,25-03-2024,1.74259E+11,2.09823E+11,3.84082E+11,67943209116,50640776335,17302432781,3.16138E+11,53676044563,2.75E+11,1.29694E+11,39640096445,35632461126,,2283354644,"271,631,997,486",15807
5,ABS,SX,2004,8287009671,98,5790,AASCN,CNTPGT,29-03-2024,1.12166E+12,4.57548E+11,1.57921E+12,6.65242E+11,6.64305E+11,937500000,9.13963E+11,1.02522E+12,4.632E+11,1046000,1.11569E+12,9.10329E+11,3791702872,3.57025E+11,"1,054,278,410,762",11425
6,ABT,SX,1977,63871593981,4900,35000,EY,CNTP,25-03-2024,3.37588E+11,3.13797E+11,6.51384E+11,1.60565E+11,1.57455E+11,3109611000,4.90819E+11,5.32793E+11,4.12204E+11,1.45434E+11,88063011151,41007804301,1.36817E+11,,"491,220,937,216",41675
7,ACC,SX,2008,70154709497,662,12350,AnViet,CNTP,28-03-2024,1.75218E+12,5.99863E+11,2.35204E+12,1.067E+12,8.84553E+11,1.82449E+11,1.28504E+12,6.5159E+11,1.29675E+12,,6.97596E+11,4.48776E+11,1.00651E+12,1E+11,"2,047,238,196,628",12238
8,ACG,SX,2006,436716800582,2896,37600,PWC,CNTP,28-03-2024,4.1315E+12,1.39058E+12,5.52208E+12,1.34853E+12,1.33351E+12,15020821910,4.17356E+12,3.77872E+12,5.66963E+12,1.8345E+12,1.07872E+12,7.23795E+11,1.17052E+12,1.64948E+11,"6,309,358,011,287",27678
9,ACL,SX,2003,9852743462,196,11850,A&C,CNTP,25-03-2024,1.48211E+12,2.67075E+11,1.74918E+12,9.50038E+11,9.50038E+11,,7.99142E+11,1.11777E+12,5.94384E+11,,2.21041E+11,2.27929E+11,1.09306E+12,,"1,326,283,425,302",15932
10,ADG,DV,2008,22242445322,939,21500,CPA VIETNAM,CNTPGT,28-03-2024,2.645E+11,1.85394E+11,4.49894E+11,1.03725E+11,1.00785E+11,2940129836,3.46169E+11,4.11871E+11,4.59681E+11,1.5879E+11,70087089711,59225394305,2009453522,5299769291,"473,496,842,799",16191
11,ADP,SX,1970,58934029150,2558,19000,AASCS,CNTP,18-03-2024,3.38669E+11,42659482116,3.81329E+11,94138398232,94138398232,,2.8719E+11,5.19138E+11,4.37757E+11,1.3E+11,65341854280,63536051725,1.24185E+11,,"419,243,238,745",12465
12,ADS,SX,2006,74990043518,1120,13200,UHY,CNTP,27-03-2024,1.94539E+12,5.58405E+11,2.50379E+12,1.58554E+12,1.47293E+12,1.1261E+11,9.18251E+11,1.64185E+12,7.7081E+11,3.8045E+11,8.81034E+11,2.1068E+11,5.18207E+11,,"1,511,400,011,763",15725
13,AGG,XD,2007,460384055847,1402,26500,EY,CNTP,29-03-2024,8.3024E+12,9.91E+11,9.2934E+12,6.41728E+12,5.2847E+12,1.13258E+12,2.87612E+12,3.89105E+12,3.31564E+12,54530326729,5.19493E+12,4.36016E+11,2.01448E+12,7.30621E+11,"3,944,351,019,626",22987
14,AGM,SX,1976,-220865607056,-11809,6280,SV,CNNT,25-03-2024,3.44928E+11,8.92151E+11,1.23708E+12,1.21525E+12,1.18233E+12,32920526773,21826579198,7.88772E+11,1.14296E+11,8828400000,2.82117E+11,2.14967E+11,25086652060,2.23259E+11,"1,093,546,769,173",1199
15,ANV,SX,1993,39191645110,293,31100,A&C,CNTP,29-03-2024,2.9506E+12,2.16207E+12,5.11267E+12,2.2648E+12,2.10311E+12,1.6169E+11,2.84787E+12,4.46179E+12,4.14028E+12,71923630137,3.69116E+11,3.58878E+11,2.36366E+12,32632443257,"5,842,579,157,682",21392
16,APH,SX,2017,219282878375,140,7680,EY,CNTP,29-03-2024,6.46114E+12,5.91133E+12,1.23725E+13,6.64505E+12,4.66166E+12,1.98339E+12,5.72743E+12,1.45303E+13,1.87303E+12,1.2798E+12,1.4429E+12,9.1994E+11,1.01716E+12,20584816813,"3,184,617,758,302",23484
17,ASG,VT,2010,27024912994,53,21450,AASC,CNTPGT,28-03-2024,1.73485E+12,1.31526E+12,3.05011E+12,1.19971E+12,6.685E+11,5.31205E+11,1.85041E+12,1.92032E+12,1.62278E+12,9.82672E+11,5.2938E+11,3.56815E+11,32818259686,42815505501,"2,193,992,262,632",24459
18,ASM,SX,1997,251699371212,580,10400,AASCS,CNTP,24-03-2024,1.10901E+13,9.21732E+12,2.03075E+13,1.24812E+13,8.20397E+12,4.2772E+12,7.82628E+12,1.19915E+13,3.49988E+12,9.81956E+11,4.13225E+12,1.66326E+12,4.55672E+12,35363850763,"12,916,628,572,806",23226
19,ASP,TI,2004,-84200722522,-2234,4800,CPA VIETNAM,CNNT,29-03-2024,1.30963E+12,9.62228E+11,2.27186E+12,1.88145E+12,1.64757E+12,2.33875E+11,3.90407E+11,3.82857E+12,1.7923E+11,71400000000,8.90473E+11,8.36464E+11,1.00306E+11,1.44891E+11,"736,590,730,033",10456
20,AST,VT,2015,150597519364,2473,50500,EY,CNTP,27-03-2024,5.20293E+11,2.40952E+11,7.61244E+11,1.73524E+11,1.71324E+11,2200000000,5.87721E+11,1.09969E+12,2.2725E+12,2.39824E+11,59016181383,26072911430,1.0056E+11,6313589845,"2,197,727,308,188",13060
21,BAF,SX,2017,30325349728,184,25850,EY,CNTP,25-03-2024,3.14801E+12,3.38565E+12,6.53366E+12,4.62534E+12,3.01107E+12,1.61426E+12,1.90832E+12,5.20423E+12,3.70999E+12,3.26525E+11,1.10507E+12,8.9046E+11,1.59296E+12,1.20477E+11,"5,474,552,414,011",13297
22,BBC,SX,1998,96162359969,4872,50100,EY,CNTP,29-03-2024,1.24222E+12,1.08557E+12,2.32779E+12,9.15458E+11,9.00371E+11,15087436477,1.41233E+12,1.51072E+12,9.3951E+11,1.1814E+11,7.70158E+11,1.39285E+11,1.29889E+11,23000000,"1,191,338,628,396",75314
23,BCE,XD,2002,779086770,22,5830,A&C,CNTP,21-03-2024,5.19463E+11,1.68174E+11,6.87637E+11,3.54234E+11,3.53503E+11,731461329,3.33403E+11,1.22674E+11,2.0405E+11,,4.22787E+11,3.4999E+11,37408527200,86915929534,"279,944,112,153",9526
24,BCG,XD,2011,171077335293,111,8820,AASCS,CNTPGT,29-03-2024,1.94786E+13,2.25307E+13,4.20093E+13,2.45416E+13,1.20902E+13,1.24514E+13,1.74677E+13,4.11237E+12,4.70518E+12,5.41419E+11,1.39415E+13,1.09857E+12,3.81169E+12,8.12898E+12,"16,068,612,992,577",32744
25,BCM,XD,1976,2280087767209,2187,62900,A&C,CNTP,27-03-2024,2.84409E+13,2.4983E+13,5.34239E+13,3.3951E+13,2.29976E+13,1.09534E+13,1.94729E+13,8.17457E+12,6.51015E+13,87314044988,7.02398E+12,5.66732E+12,1.98345E+13,5.329E+11,"83,485,687,808,985",18814
26,BFC,SX,1973,134817816000,2334,24700,Vietvalues,CNTP,5/3/2024,2.74333E+12,7.11318E+11,3.45465E+12,2.16889E+12,2.15929E+12,9600186993,1.28576E+12,8.70635E+12,1.41205E+12,20000000000,5.61031E+11,5.75753E+11,1.52244E+12,4209144670,"2,298,517,444,867",22491
27,BHN,SX,1890,354684835160,1426,40000,AASCN,CNTP,29-03-2024,5.13587E+12,2.01411E+12,7.14998E+12,1.84247E+12,1.72634E+12,1.1613E+11,5.30751E+12,7.90096E+12,9.272E+12,2.72409E+12,4.28021E+11,3.28609E+11,7.38696E+11,334000000,"8,224,733,268,945",22893
28,BKG,SX,2015,10770347895,155,4360,TTP,CNTP,29-03-2024,6.67915E+11,2.47503E+11,9.15418E+11,33537190949,31849229949,1687961000,8.81881E+11,1.86174E+11,2.97352E+11,22000000000,4.64362E+11,34451154706,98803761346,54505791,"232,374,018,706",12931
29,BMC,KK,1985,24197136802,1953,14800,AASCS,CNTP,25-01-2024,2.01398E+11,49378695454,2.50777E+11,22467234052,22467234052,,2.2831E+11,1.79942E+11,1.83411E+11,43000000000,17600930807,15120096000,77100769856,7928423500,"137,671,219,554",18423
30,BMP,SX,1977,1041006333282,12717,104300,KPMG,CNTP,22-03-2024,2.5939E+12,6.61101E+11,3.255E+12,5.65272E+11,5.4615E+11,19121527459,2.68973E+12,5.19992E+12,8.5381E+12,1.19E+12,1.74028E+11,1.32519E+11,3.64666E+11,20000000000,"7,771,851,376,294",32857
31,BRC,SX,1976,19420087019,1569,12100,AASC,CNTP,21-02-2024,1.97175E+11,93434531107,2.9061E+11,80799953036,80799953036,,2.0981E+11,3.32278E+11,1.49737E+11,7788000,92928030734,93206568555,77948217214,,"164,074,788,256",16954
32,BTP,TI,1992,71821405002,1187,15900,Deloitte,CNTP,28-03-2024,6.50032E+11,8.07373E+11,1.4574E+12,2.55424E+11,1.08788E+11,1.46636E+11,1.20198E+12,7.79821E+11,9.61721E+11,2.55E+11,76221022287,51210222454,1.66546E+11,,"1,034,423,495,610",19872
33,BTT,BL,1992,49421453589,3665,31000,AISC,CNTP,14-03-2024,1.64296E+11,3.44074E+11,5.0837E+11,1.20528E+11,44782420363,75745084744,3.87843E+11,2.32433E+11,4.185E+11,66790000000,16465120708,990514772,36571366363,110000000,"377,602,024,699",28729
34,BWE,TI,1975,681981565164,2902,41200,AASC,CNTP,26-02-2024,2.70583E+12,9.41589E+12,1.21217E+13,7.15796E+12,2.38477E+12,4.77319E+12,4.96376E+12,3.52594E+12,7.9483E+12,2.64714E+11,7.80692E+11,5.131E+11,9.2322E+11,9.52023E+11,"12,723,862,896,909",22509
35,C32,KK,1993,-26982148276,-1795,16800,A&C,CNTP,30-03-2024,4.62589E+11,4.01921E+11,8.6451E+11,3.28578E+11,3.28578E+11,,5.35932E+11,4.94137E+11,2.52506E+11,45786556067,2.54023E+11,1.60168E+11,1.03987E+11,,"434,916,122,382",35657
36,C47,XD,1975,14631908182,485,7000,TTP,CNNT,29-03-2024,1.26589E+12,5.42085E+11,1.80797E+12,1.37062E+12,1.03883E+12,3.31793E+11,4.37352E+11,9.86064E+11,2.54396E+11,,4.05972E+11,2.6522E+11,8.45362E+11,18568399335,"947,061,055,425",12034
37,CAV,SX,1975,420446531421,7240,68200,Deloitte,CNTP,26-02-2024,2.51593E+12,1.36728E+12,3.88321E+12,2.43983E+12,2.20362E+12,2.36208E+11,1.44338E+12,1.02183E+13,3.92078E+12,,4.52367E+11,4.41399E+11,1.95743E+12,7167539911,"5,484,406,284,174",25107
38,CCI,BL,1992,25155426972,1222,26500,Vietvalues,CNTP,8/3/2024,4.81358E+11,3.02166E+11,7.83524E+11,5.18628E+11,34344075766,4.84284E+11,2.64896E+11,4.25127E+11,4.64839E+11,4.18182E+11,19353905306,12197450130,7339138203,580200000,"428,481,876,992",15101
39,CCL,XD,2007,57697557914,,7200,AASCS,CNTP,19-03-2024,9.62194E+11,1.76874E+11,1.13907E+12,4.53213E+11,2.56613E+11,1.96601E+11,6.85855E+11,3.2704E+11,4.28986E+11,20000000,6.85784E+11,1.30752E+11,2.74216E+11,62750531709,"731,039,061,635",11511
40,CDC,XD,1977,10655793482,389,20050,RSM,CNTP,29-03-2024,1.61319E+12,1.92689E+11,1.80588E+12,1.46757E+12,1.21634E+12,2.51223E+11,3.38314E+11,1.30371E+12,4.40874E+11,3.50356E+11,7.45817E+11,5.62024E+11,3.82431E+11,641868468,"1,134,531,358,737",15386
41,CHP,TI,2004,336954868099,2294,25300,AAC,CNTP,4/3/2024,5.72564E+11,2.39467E+12,2.96723E+12,1.02871E+12,4.33121E+11,5.95591E+11,1.93852E+12,8.81378E+11,3.71689E+12,30000000000,4.23668E+11,4.19444E+11,4979737614,,"4,408,027,296,251",13195
42,CIG,XD,1973,-7212365906,-228,6480,AASCN,CNNT,28-03-2024,4.77121E+11,2.21958E+11,6.99079E+11,5.4494E+11,5.44905E+11,34737317,1.54139E+11,66138358271,2.04379E+11,,4.53226E+11,31588070984,15279542387,,"388,479,993,849",4887
43,CII,XD,2001,369952270581,583,17250,iCPA,CNTP,29-02-2024,6.91076E+12,2.62733E+13,3.31841E+13,2.46788E+13,8.14417E+12,1.65346E+13,8.50533E+12,3.19532E+12,5.49179E+12,9.96185E+11,4.05984E+12,4.85056E+11,5.8905E+11,3.03548E+12,"21,807,485,799,314",26716
44,CKG,XD,2006,155213047372,1508,21850,AFC,CNTP,29-03-2024,3.79878E+12,9.4017E+11,4.73895E+12,3.35765E+12,2.19818E+12,1.15947E+12,1.3813E+12,1.31053E+12,2.08142E+12,3500000000,8.44856E+11,90790629481,2.9062E+12,2591849559,"2,441,954,178,061",14500
45,CLC,SX,1992,140365487304,4820,37550,UHY,CNTP,11/3/2024,1.45279E+12,1.14004E+11,1.56679E+12,6.91196E+11,6.9069E+11,505995082,8.75597E+11,2.97091E+12,9.84095E+11,,3.13239E+11,3.1189E+11,1.09484E+12,1510230000,"1,266,786,817,306",33410
46,CLL,VT,2007,98500287751,2711,36900,A&C,CNTP,28-02-2024,3.85963E+11,2.89139E+11,6.75102E+11,56370722240,56370722240,,6.18731E+11,3.06291E+11,1.2546E+12,85000000000,58765209483,47101566173,5185890519,188800000,"1,019,720,896,064",18198
47,CLW,TI,1991,48561329804,2096,34650,UHY,CNTPGT,20-03-2024,3.22315E+11,2.5395E+11,5.76265E+11,3.47615E+11,2.62744E+11,84870889251,2.2865E+11,1.30483E+12,4.5045E+11,1.3456E+11,60518421820,58231646204,43025295783,331760000,"471,542,431,346",17588
48,CMG,CN,1993,390903433673,1684,43500,,,,3.24735E+12,3.67491E+12,6.92226E+12,3.58066E+12,2.73274E+12,8.47921E+11,3.3416E+12,7.32536E+12,8.26617E+12,1.09906E+12,1.39476E+12,1.27794E+12,1.17239E+11,33743654777,"9,302,063,049,454",17585
49,CMV,BL,1980,14800745483,826,8500,Vietvalues,CNTP,22-03-2024,4.15221E+11,1.15699E+11,5.3092E+11,2.86078E+11,2.83818E+11,2260843800,2.44842E+11,4.26077E+12,1.54325E+11,6404000000,1.00798E+11,74592882706,2.4958E+11,5396996000,"303,573,787,599",13486
50,CMX,SX,1997,66951557093,479,8720,A&C,CNTP,29-03-2024,2.1044E+12,1.32136E+12,3.42576E+12,1.93159E+12,1.57522E+12,3.56364E+11,1.49417E+12,2.04775E+12,8.88559E+11,39920000000,6.67853E+11,4.42815E+11,1.39419E+12,1030000000,"2,393,251,384,413",14663
51,CNG,TI,2007,110268725490,2778,27400,PWC,CNTP,28-02-2024,9.61005E+11,1.97572E+11,1.15858E+12,5.55942E+11,5.29159E+11,26783227619,6.02635E+11,3.11201E+12,9.61721E+11,79288000000,4.74006E+11,4.68069E+11,78804564731,329700000,"692,250,423,842",17169
52,COM,BL,1975,34457590900,2440,38550,AASCS,CNTP,22-02-2024,1.99891E+11,2.90305E+11,4.90196E+11,51011163798,51011163798,,4.39185E+11,4.34265E+12,5.4435E+11,12365447750,17211936562,52603292869,50632744398,1900000000,"427,001,239,961",31102
53,CRC,SX,2010,29453188175,961,5460,AFC,CNTP,27-03-2024,2.72362E+11,3.75621E+11,6.47983E+11,2.45602E+11,1.69953E+11,75648645107,4.02382E+11,3.54309E+11,1.638E+11,48820000000,95395827597,12927677085,42321480957,42450000000,"336,807,387,462",13413
54,CRE,XD,2001,2055354533,4,8600,AASC,CNNT,30-03-2024,4.96076E+12,2.14052E+12,7.10128E+12,1.48074E+12,1.123E+12,3.57743E+11,5.62053E+12,1.0262E+12,3.98763E+12,1.34142E+11,4.1107E+12,5.41726E+11,5.5605E+11,1.7503E+12,"4,633,034,203,669",12122
55,CSM,SX,1976,60374641748,384,12200,AASCS,CNTP,14-03-2024,2.86255E+12,1.02175E+12,3.8843E+12,2.5601E+12,2.45835E+12,1.01748E+11,1.3242E+12,5.49756E+12,1.26423E+12,,8.89032E+11,8.40291E+11,1.31333E+12,988480286,"2,961,334,883,320",12779
56,CSV,SX,1976,230619245583,4166,41000,VAE,CNTP,7/3/2024,1.30363E+12,4.18327E+11,1.72196E+12,2.85728E+11,2.85728E+11,,1.43623E+12,1.58844E+12,1.8122E+12,5.4E+11,2.36129E+11,2.22013E+11,3.68698E+11,526000000,"1,806,066,503,937",32494
57,CTD,XD,2004,,,68800,,,,,,,,,,,,6.82611E+12,,,,,,"4,332,656,271,097",83370
58,CTF,BL,2009,44047120594,517,32100,AASCS,CNTP,26-03-2024,2.59199E+12,1.06546E+12,3.65746E+12,2.5828E+12,2.2203E+12,3.62495E+11,1.07466E+12,7.38588E+12,2.86963E+12,,1.87691E+12,1.01957E+12,6.18835E+11,3.16622E+11,"4,996,284,729,370",12021
59,CTI,XD,2000,80033959521,1345,15400,AISC,CNTP,28-03-2024,3.66835E+11,4.14888E+12,4.51572E+12,3.1051E+12,6.24971E+11,2.48013E+12,1.41062E+12,8.14406E+11,8.4392E+11,3139608456,1.59503E+11,29537803503,1.6937E+11,15488733046,"3,279,062,188,595",25741
60,CTR,CN,1995,515877770504,4510,91800,AASC,CNTP,15-03-2024,5.6138E+12,1.30201E+12,6.91581E+12,4.92783E+12,4.53546E+12,3.9237E+11,1.98797E+12,1.1299E+13,1.05006E+13,1E+12,2.92419E+12,1.97836E+12,8.08824E+11,,"11,256,012,404,125",17380
61,CVT,SX,1958,40619518535,1107,30800,EY,CNTP,29-03-2024,2.37141E+12,9.40277E+11,3.31168E+12,2.40017E+12,1.38184E+12,1.01832E+12,9.11517E+11,2.00249E+12,1.13008E+12,24800000000,1.54083E+12,2.45931E+11,6.33893E+11,,"2,812,347,142,243",24722
62,D2D,XD,1992,25753192699,746,25200,RSM,CNTP,7/3/2024,3.85912E+11,1.17285E+12,1.55876E+12,6.22131E+11,74557089507,5.47574E+11,9.36634E+11,1.94833E+11,7.62545E+11,90000000000,50990022471,10167552344,1.53405E+11,11051824770,"733,313,220,248",30953
63,DAG,SX,2001,-257209566914,-4516,3190,,,,1.40142E+12,7.73121E+11,2.17454E+12,1.7448E+12,1.48788E+12,2.56912E+11,4.29746E+11,1.20363E+12,1.92396E+11,,5.21009E+11,3.81738E+11,8.9059E+11,1.053E+11,"1,462,134,728,961",7125
64,DAH,DV,2003,3797166303,45,4400,TTP,CNTP,29-03-2024,38844245296,1.0838E+12,1.12265E+12,2.00541E+11,42538158543,1.58003E+11,9.22105E+11,47346798826,3.7048E+11,,21773532638,8689051133,2337101034,24000000000,"542,825,452,851",10951
65,DAT,SX,2008,75313544684,1197,9270,AASCS,CNTP,20-03-2024,1.13186E+12,5.30743E+11,1.6626E+12,8.20862E+11,7.95845E+11,25017130594,8.41738E+11,2.93974E+12,5.83408E+11,2.16623E+11,3.95048E+11,3.58167E+11,56715472359,1.75899E+11,"866,045,677,653",13212
66,DBC,SX,1996,25007194215,103,27400,EY,CNTP,29-03-2024,7.10124E+12,5.91046E+12,1.30117E+13,8.34547E+12,7.14161E+12,1.20386E+12,4.66623E+12,1.12412E+13,6.63085E+12,4.89883E+11,4.24295E+11,2.22496E+11,5.5E+12,36857580999,"11,905,875,136,102",19282
67,DBD,SX,1976,269054870446,3092,54200,EY,CNTP,20-03-2024,1.26069E+12,7.28223E+11,1.98891E+12,5.56068E+11,4.17989E+11,1.38078E+11,1.43284E+12,1.73173E+12,4.05652E+12,2.21195E+11,4.52186E+11,4.99326E+11,4.98363E+11,,"4,047,978,378,706",19087
68,DBT,SX,1976,17466188133,893,12200,EY,CNTP,29-03-2024,6.88912E+11,1.66696E+11,8.55608E+11,6.07723E+11,5.96352E+11,11371443639,2.47885E+11,8.12609E+11,1.99171E+11,61050570995,2.48211E+11,1.72047E+11,3.60339E+11,3080779785,"646,399,200,629",15181
69,DC4,XD,1994,107067097134,2045,10400,AASCN,CNTP,28-03-2024,1.3087E+12,3.69177E+11,1.67787E+12,9.75843E+11,9.6319E+11,12652804893,7.02032E+11,5.77972E+11,5.45997E+11,4409865564,3.4357E+11,2.4487E+11,9.31008E+11,3456783294,"839,998,523,450",13372
70,DCL,SX,1976,62134364376,845,25000,CA&A,CNTP,23-03-2024,1.40312E+12,8.74336E+11,2.27746E+12,8.26668E+11,6.18075E+11,2.08593E+11,1.45079E+12,1.17047E+12,1.82603E+12,2.04149E+11,7.73475E+11,2.93213E+11,3.72582E+11,3501500000,"2,078,033,501,111",19863
71,DCM,SX,2011,1110142716892,1797,32400,Deloitte,CNTP,26-02-2024,1.35045E+13,1.73347E+12,1.5238E+13,5.27458E+12,4.51726E+12,7.57325E+11,9.96338E+12,1.29495E+13,1.71526E+13,8.242E+12,3.65838E+11,1.98512E+11,2.19219E+12,,"15,716,930,500,058",18820
72,DGC,SX,1963,3241661075841,7673,94400,PWC,CNTP,29-02-2024,1.24666E+13,3.06926E+12,1.55359E+13,3.50897E+12,3.49291E+12,16061329545,1.20269E+13,9.76106E+12,3.58511E+13,9.342E+12,1.12951E+12,7.17628E+11,8.55121E+11,31224645692,"35,312,768,631,145",31668
73,DGW,BB,2007,362591134271,2161,52300,EY,CNTP,28-03-2024,6.80246E+12,6.56574E+11,7.45903E+12,4.83218E+12,4.816E+12,16182286507,2.62685E+12,1.88672E+13,8.73792E+12,,2.16731E+12,1.98165E+12,3.14348E+12,14863131582,"9,405,477,478,717",15723
74,DHA,KK,2000,87053668250,5912,48950,CPA VIETNAM,CNTP,13-03-2024,3.59927E+11,1.09169E+11,4.69096E+11,58327753502,51926646930,6401106572,4.10768E+11,3.75398E+11,7.20841E+11,1.86639E+11,51889172444,28372521954,2829808101,10005930366,"604,679,638,308",27894
75,DHC,SX,1994,309338388739,3766,38000,EY,CNTP,28-03-2024,1.78533E+12,1.12976E+12,2.9151E+12,1.06319E+12,1.0625E+12,696922421,1.8519E+12,3.26126E+12,3.05874E+12,1.0117E+11,8.93955E+11,6.31928E+11,5.04235E+11,4735030000,"3,513,298,862,401",23007
76,DHG,SX,1974,1050662658695,7780,104000,Deloitte,CNTP,7/2/2024,4.64219E+12,1.46828E+12,6.11047E+12,1.25754E+12,1.18924E+12,68297565221,4.85293E+12,5.76773E+12,1.35976E+13,2.23E+12,7.20853E+11,5.64317E+11,1.5388E+12,205000000,"14,075,621,905,202",37117
77,DHM,KK,2003,5977885872,190,7550,NVT,CNTP,29-03-2024,7.25305E+11,2.07057E+11,9.32363E+11,5.79891E+11,5.78891E+11,1000000000,3.52471E+11,2.73217E+12,2.37041E+11,1.03061E+11,4.55448E+11,3.42777E+11,1.46488E+11,44000000,"580,385,665,340",11227
78,DIG,XD,1990,111623208557,195,26750,AASCN,CNTP,25-03-2024,1.39781E+13,2.84952E+12,1.68276E+13,8.93405E+12,7.80792E+12,1.12613E+12,7.89356E+12,1.0391E+12,1.63135E+13,1.9671E+11,4.70451E+12,1.03743E+12,6.55369E+12,1.38118E+12,"17,118,271,376,844",12943
79,DLG,SX,1995,-578740031199,-1987,2450,Vietvalues,CNNT,30-03-2024,1.13171E+12,3.92024E+12,5.05195E+12,4.52443E+12,2.76967E+12,1.75476E+12,5.27515E+11,1.12234E+12,7.33309E+11,50000000000,7.07118E+11,7.97673E+11,2.61461E+11,1.12544E+12,"3,349,824,221,667",1762
80,DMC,SX,1985,183332760778,4487,57500,EY,CNTP,29-03-2024,1.67146E+12,1.77701E+11,1.84917E+12,3.28652E+11,3.28271E+11,381707930,1.52051E+12,1.7216E+12,1.99683E+12,4.75E+11,7.18723E+11,6.88887E+11,3.58681E+11,,"1,882,497,623,458",43784
81,DPG,XD,2002,282686723503,3223,39650,A&C,CNTP,15-03-2024,3.76801E+12,2.92144E+12,6.68945E+12,4.33959E+12,2.87975E+12,1.45983E+12,2.34987E+12,3.45014E+12,2.49793E+12,2.19658E+11,8.75029E+11,4.88832E+11,1.14473E+12,,"3,604,183,760,377",37300
82,DPM,SX,2003,529816920522,1030,33300,Deloitte,CNTP,8/3/2024,9.56511E+12,3.74415E+12,1.33093E+13,1.76406E+12,1.48449E+12,2.79567E+11,1.15452E+13,1.37195E+13,1.30314E+13,5.385E+12,6.42215E+11,4.32251E+11,1.94211E+12,876100000,"11,789,869,495,885",29502
83,DPR,SX,1927,254104618230,4166,31600,AFC,CNTP,26-03-2024,2.00604E+12,2.25222E+12,4.25826E+12,1.20392E+12,2.39217E+11,9.64703E+11,3.05434E+12,1.04191E+12,2.7456E+12,1.30302E+12,1.08288E+11,54948951677,1.72612E+11,3532071934,"2,425,821,522,460",35210
84,DQC,SX,1979,-33414291885,-1248,15150,AASCN,CNTP,26-03-2024,9.98364E+11,4.45696E+11,1.44406E+12,5.43516E+11,5.33808E+11,9708056203,9.00544E+11,8.71691E+11,4.17505E+11,56624960886,5.33916E+11,4.1758E+11,3.47331E+11,2593417338,"645,440,263,587",32493
85,DRC,SX,1975,246334432758,2074,26500,VAE,CNTP,7/3/2024,2.29188E+12,1.09245E+12,3.38434E+12,1.53296E+12,1.50814E+12,24819284014,1.85138E+12,4.65764E+12,3.148E+12,1.341E+11,4.56955E+11,4.06305E+11,1.23422E+12,474846000,"3,416,985,254,663",15582
86,DRH,XD,2006,-94969301922,-768,5030,,,,2.77054E+12,1.16784E+12,3.93838E+12,2.41866E+12,2.41495E+12,3706170490,1.51972E+12,8798071703,6.22251E+11,,1.51777E+12,68567755828,1.12625E+12,14461824000,"1,276,647,133,650",12285
87,DRL,TI,2003,58029555966,5741,65800,AFA,CNTP,9/3/2024,96051847867,38300721938,1.34353E+11,17030366826,17030366826,,1.17322E+11,1.05424E+11,6.251E+11,64200000000,28491303484,24305483845,859957134,,"622,809,078,884",12350
88,DSN,DV,1998,112507257004,7922,54800,AASC,CNTP,8/1/2024,3.27399E+11,19109024758,3.46508E+11,29619807345,28724048038,895759307,3.16888E+11,2.48914E+11,6.62149E+11,2.73117E+11,12731866671,,1218358644,285000000,"623,381,014,260",26226
89,DTA,XD,2003,1332721130,74,5400,AISC,CNTP,25-03-2024,1.86753E+11,5.22142E+11,7.08895E+11,5.06008E+11,4.09779E+11,96229235428,2.02886E+11,1.00008E+11,97523092800,3340000000,39326276641,33619569474,1.24308E+11,38158266280,"200,949,040,717",11234
90,DTL,SX,2001,-156135433221,-2575,16750,RSM,CNTP,29-03-2024,1.54621E+12,5.26593E+11,2.0728E+12,1.3175E+12,1.24727E+12,70229644490,7.55302E+11,1.97253E+12,1.01557E+12,1000000,3.93996E+11,3.40718E+11,1.1229E+12,2152500005,"1,973,598,433,442",12457
91,DTT,SX,1994,8504290323,1043,22500,AASC,CNTP,28-03-2024,89466018600,82013172760,1.71479E+11,41163074775,40656154775,506920000,1.30316E+11,1.71544E+11,1.83416E+11,72000,26207328076,23952287576,33960276233,,"178,913,766,999",15986
92,DVP,VT,2002,330679107837,8267,71900,AASC,CNTP,27-02-2024,1.24694E+12,3.88837E+11,1.63578E+12,2.59763E+11,2.59763E+11,,1.37601E+12,5.49212E+11,2.876E+12,1.145E+12,65975152514,41122479980,8993002953,122986000,"2,861,373,567,032",34400
